051871_12F48, 0.42546799778938293
051871_15F49, 0.45201900601387024
051871_18F50, 0.43935099244117737
082292_01F41, 0.4394629895687103
084137_07F41, 0.40611401200294495
084996_13F42, 0.40804600715637207
085177_00F44, 0.4501039981842041
086574_08F39, 0.3797309994697571
086771_00F46, 0.4097859859466553
087330_01F35, 0.3822239935398102
087463_00F42, 0.41510099172592163
087463_02F50, 0.40928301215171814
088004_00F50, 0.451198011636734
088052_00F47, 0.44307398796081543
088279_01F38, 0.4226979911327362
088914_01F35, 0.4388110041618347
088914_02F35, 0.4442889988422394
088914_06F36, 0.4310159981250763
095500_01F57, 0.3335280120372772
095850_01F50, 0.25582200288772583
095942_02F46, 0.2992750108242035
095942_05F49, 0.3627200126647949
095942_06F49, 0.2565949857234955
111214_01F36, 0.45575299859046936
111214_02F37, 0.4220440089702606
111214_03F37, 0.43334999680519104
111214_05F38, 0.35795700550079346
111214_07F38, 0.40305599570274353
111214_08F39, 0.43199899792671204
111214_09F39, 0.4007900059223175
134766_06F40, 0.25794699788093567
134766_10F42, 0.21602100133895874
134766_13F47, 0.25374698638916016
134797_01F30, 0.21007199585437775
134797_02F31, 0.19844600558280945
239250_01F32, 0.4568740129470825
239990_00F35, 0.43402299284935
239995_01F37, 0.45155099034309387
261772_07F35, 0.42911800742149353
265724_06F24, 0.138604998588562
265724_10F26, 0.20113199949264526
265772_01F34, 0.17678800225257874
265772_03F37, 0.18688799440860748
265896_00F31, 0.18494999408721924
285389_03F25, 0.45814400911331177
325757_03F21, 0.38187798857688904
388588_02F50, 0.43647500872612
404045_00F23, 0.08295000344514847
